transactionCurrencyCode
BRL
GBP
AUD
PEN
CLP
BRL
HKD
AUD
AUD
AUD
AUD
CAD
EUR
HKD
EUR
KRW
HKD
DKK
DKK
SGD
GBP
SGD
EUR
EUR
CHF
DKK
EUR
EUR
JPY
ILS
USD
GBP
EUR
DKK
EUR
GBP
EUR
EUR
CAD
SEK
EUR
CHF
EUR
EUR
EUR
DKK
HKD
USD
BRL
GBP
EUR
CAD
NOK
SEK
HUF
CAD
EUR
KRW
RUB
EUR
EUR
EUR
SEK
EUR
SEK
RUB
SGD
GBP
CAD
CAD
CAD
EUR
CHF
EUR
CAD
GBP
SGD
BRL
EUR
EUR
DKK
GBP
DKK
EUR
SAR
JPY
GBP
GBP
GBP
GBP
CAD
CAD
CAD
CAD
EUR
EUR
NOK
NOK
BRL
CAD
EUR
ARS
NZD
CAD
EUR
ZAR
CAD
EUR
CAD
EUR
GBP
EUR
USD
CAD
CAD
RUB
CHF
CAD
SEK
EUR
MXN
CAD
ARS
EUR
VEF
GBP
RUB
AUD
EUR
AUD
CAD
CAD
CAD
BRL
AUD
JPY
CAD
AUD
NZD
CAD
BRL
CAD
AUD
PLN
CAD
CAD
CAD
BRL
AUD
USD
AUD
BRL
AUD
HKD
AUD
MXN
EUR
AUD
EUR
ZAR
AUD
JPY
EUR
NZD
DKK
EUR
SEK
EUR
CHF
JPY
CAD
EUR
RUB
EUR
GBP
EUR
GBP
GBP
GBP
GBP
EUR
EUR
DKK
RON
EUR
BRL
GBP
AUD
GBP
EUR
EUR
AUD
AUD
AUD
ZAR
JPY
GBP
AUD
GBP
AUD
EUR
GBP
PLN
EUR
EUR
EUR
AUD
GBP
DKK
AUD
CAD
EUR
BRL
AUD
EUR
GBP
CAD
AUD
EUR
EUR
EUR
EUR
NOK
CAD
EUR
EUR
NOK
GBP
CAD
EUR
GBP
DKK
EUR
EUR
EUR
GBP
EUR
EUR
CAD
CAD
SEK
SEK
GBP
CHF
RUB
SEK
CAD
CAD
EUR
CAD
BRL
NOK
CAD
CHF
CHF
CAD
GBP
CAD
SEK
EUR
EUR
CAD
IDR
EUR
EUR
ZAR
EUR
EUR
EUR
CAD
EUR
EUR
CAD
ISK
EUR
CAD
EUR
IDR
EUR
CAD
BRL
GBP
GBP
CAD
EUR
ARS
BRL
BRL
CZK
BRL
CAD
EUR
CAD
BRL
AUD
AUD
BRL
ISK
AUD
AUD
AUD
COP
KRW
AUD
BRL
CAD
CAD
CAD
AUD
AUD
AUD
CAD
CAD
CAD
CAD
JPY
INR
AUD
PHP
JPY
USD
MXN
USD
USD
USD
AUD
USD
USD
JPY
USD
BGN
USD
HKD
USD
USD
EUR
AUD
USD
USD
GBP
USD
USD
USD
USD
EUR
EUR
USD
JPY
EUR
DKK
USD
AUD
USD
USD
GBP
AUD
CHF
USD
KRW
GBP
AUD
DKK
AUD
EUR
GBP
SEK
USD
USD
SEK
USD
GBP
GBP
USD
CHF
EUR
USD
EUR
EUR
USD
AUD
EUR
USD
CAD
USD
GBP
GBP
GBP
JPY
EUR
EUR
AUD
USD
USD
EUR
USD
CHF
GBP
AUD
CHF
AUD
EUR
AUD
SEK
BRL
USD
USD
SEK
SGD
NGN
GBP
ZAR
DKK
BRL
EUR
USD
USD
USD
USD
BRL
EUR
USD
COP
USD
BRL
AUD
USD
HKD
USD
USD
USD
USD
USD
EUR
GBP
USD
USD
SGD
USD
USD
GBP
USD
USD
USD
USD
USD
KWD
USD
USD
CAD
USD
EUR
USD
INR
USD
BRL
SEK
USD
USD
USD
USD
USD
USD
USD
USD
SEK
USD
USD
USD
GBP
USD
GBP
USD
CAD
USD
NOK
USD
USD
USD
GBP
USD
EUR
DKK
USD
USD
USD
USD
GBP
USD
USD
USD
USD
USD
USD
CAD
USD
USD
USD
GBP
CAD
USD
USD
USD
USD
USD
USD
USD
CAD
USD
USD
USD
GBP
USD
USD
USD
USD
USD
USD
USD
INR
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
CHF
USD
USD
USD
RUB
USD
USD
GBP
USD
GBP
USD
USD
SEK
USD
USD
USD
USD
USD
USD
EUR
USD
USD
USD
USD
USD
USD
USD
USD
CAD
USD
USD
USD
USD
USD
USD
USD
USD
CHF
USD
CAD
USD
USD
USD
USD
USD
EUR
CAD
USD
USD
USD
USD
USD
USD
CAD
USD
USD
USD
USD
GBP
USD
USD
USD
GBP
USD
USD
USD
EUR
USD
EUR
USD
USD
BRL
USD
USD
USD
EUR
USD
USD
EUR
USD
USD
USD
USD
NOK
USD
USD
USD
USD
USD
CHF
USD
USD
USD
EUR
USD
USD
USD
USD
USD
MXN
NOK
USD
USD
USD
USD
USD
EUR
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
MXN
USD
USD
USD
USD
CHF
USD
USD
NOK
USD
NOK
USD
USD
USD
USD
USD
GBP
GBP
USD
USD
USD
USD
USD
GBP
EUR
USD
CAD
USD
USD
USD
USD
EUR
USD
USD
USD
USD
USD
BRL
USD
NOK
USD
USD
USD
USD
GBP
CAD
USD
USD
USD
USD
USD
USD
USD
AUD
USD
BRL
BRL
USD
USD
USD
USD
USD
CHF
AUD
USD
USD
EUR
USD
USD
USD
USD
USD
AUD
USD
USD
USD
BRL
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
BRL
EUR
USD
MXN
USD
USD
ARS
USD
AUD
AUD
USD
USD
USD
USD
USD
USD
CAD
USD
MXN
USD
USD
USD
CAD
USD
USD
USD
USD
USD
CAD
USD
USD
MXN
USD
USD
USD
AUD
USD
USD
AUD
CAD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
USD
AUD
USD
USD
SGD
USD
USD
USD
USD
USD
USD
BRL
USD
USD
USD
USD
CAD
CAD
USD
USD
CAD
BRL
USD
USD
USD
CLP
USD
USD
USD
USD
USD
EUR
USD
CAD
AUD
USD
USD
USD
USD
CAD
USD
USD
AUD
USD
USD
USD
CAD
USD
USD
USD
USD
AUD
USD
USD
USD
RUB
USD
AUD
GBP
HKD
USD
USD
GBP
USD
DKK
AUD
USD
USD
AUD
GBP
AUD
USD
EUR
USD
EUR
USD
USD
CHF
EUR
EUR
EUR
EUR
EUR
RUB
EUR
EUR
EUR
GBP
JPY
GBP
AUD
GBP
GBP
AUD
NZD
GBP
USD
USD
EUR
USD
EUR
GBP
EUR
PLN
JPY
GBP
USD
USD
USD
EUR
JPY
EUR
EUR
USD
EUR
EUR
EUR
EUR
AUD
EUR
GBP
GBP
GBP
EUR
EUR
AUD
USD
AUD
USD
USD
USD
GBP
USD
RUB
SGD
GBP
EUR
USD
GBP
CAD
EUR
EUR
USD
USD
EUR
EUR
USD
CAD
EUR
USD
USD
USD
